recovered_period_days,bls_power,injected_period_days,absolute_error_days
3.720972097209721,0.025241069259738572,3.72,0.0009720972097206904
1.8604860486048604,0.012586143221194706,3.72,1.8595139513951398
7.442844284428443,0.012112557336045344,3.72,3.7228442844284424
1.2403240324032403,0.008225360138964417,3.72,2.47967596759676
7.494149414941494,0.00716912204060823,3.72,3.7741494149414936
